3injectors,15,794,794,Injector: 0445 B29 0B8-00,,,,,,,,,,,,
,,250000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000
,121,0,0,0,0,0,0,0,0,0,0,0,0,0.45,1.2367,1.7167
,124,0,0,0,0,0,0,0,0,0,0,0,0.2467,0.83,1.5967,2.31
,127,0,0,0,0,0,0,0,0,0,0,0,0.7967,1.2133,1.9567,2.6633
,130,0,0,0,0,0,0,0,0,0,0,0.1167,0.9233,1.56,2.15,2.6233
,133,0,0,0,0,0,0,0,0,0,0,0.5267,1.34,2.0067,2.5733,2.55
,136,0,0,0,0,0,0,0,0,0,0,0.9833,1.93,2.3967,2.6867,2.3267
,139,0,0,0,0,0,0,0,0,0,0.67,1.66,2.3567,2.7,2.5767,2.2467
,142,0,0,0,0,0,0,0,0,0.47,1.3133,2.21,2.64,2.7067,2.2033,2.0433
,145,0,0,0,0,0,0,0,0,1.04,1.5833,2.3067,2.6867,2.49,2.02,1.93
,148,0,0,0,0,0,0,0,0.4233,1.1933,1.8667,2.5333,2.6033,2.1967,1.94,1.8933
,151,0,0,0,0,0,0,0,0.6533,1.2233,2.2433,2.7633,2.38,2.1133,1.8667,1.8067
,154,0,0,0,0,0,0,0.2733,0.8667,1.61,2.4533,2.6167,2.19,1.93,1.7867,1.6667
,157,0,0,0,0,0,0,0.5433,1.2667,2.1167,2.64,2.4367,2.0167,1.87,1.6933,1.6633
,160,0,0,0,0,0,0.1233,0.8167,1.8033,2.3967,2.3533,2.2433,1.9067,1.8367,1.6633,1.63
,163,0,0,0,0,0,0.55,1.1933,2.0833,2.5167,2.1433,2.0567,1.88,1.78,1.6267,1.57
,166,0,0,0,0,0,0.86,1.4867,2.3033,2.4733,2.0867,1.9733,1.8333,1.72,1.6067,1.56
,169,0,0,0,0,0.37,1.02,1.7267,2.44,2.24,2.02,1.9167,1.7833,1.69,1.5967,1.5467
,172,0,0,0,0,0.5133,1.1233,2.0067,2.4133,2.19,1.97,1.8567,1.7767,1.6633,1.5867,1.5333
,175,0,0,0,0,0.61,1.4633,2.2067,2.27,2.1,1.9,1.83,1.7267,1.6467,1.56,1.5133
,178,0,0,0,0.11,0.8133,1.7333,2.33,2.1033,1.97,1.8133,1.7833,1.72,1.6433,1.5467,1.5267
,181,0,0,0,0.31,1.06,2.0533,2.23,2,1.9067,1.7833,1.7633,1.7033,1.6167,1.5567,1.5367
,184,0,0,0,0.54,1.27,2.1167,2.1267,1.88,1.82,1.74,1.7333,1.69,1.6033,1.55,1.5267
,187,0,0,0,0.67,1.4867,2.09,2.0133,1.8333,1.78,1.73,1.7233,1.67,1.6233,1.57,1.55
,190,0,0,0,0.84,1.5933,2.0333,1.9133,1.8,1.76,1.7133,1.7,1.6967,1.6333,1.5567,1.5767
,193,0,0,0,0.9167,1.8367,1.9033,1.84,1.7733,1.7267,1.7133,1.7067,1.68,1.66,1.5933,1.5967
,196,0,0,0.1367,0.9833,1.9,1.7933,1.7867,1.72,1.72,1.7033,1.7,1.7,1.6567,1.6233,1.66
,199,0,0,0.2967,1.18,1.82,1.7367,1.7467,1.7133,1.7133,1.6933,1.73,1.7367,1.7133,1.64,1.6767
,202,0,0,0.61,1.2833,1.7433,1.7167,1.72,1.69,1.6933,1.6967,1.76,1.7267,1.7433,1.6967,1.7367
,205,0,0,0.7267,1.44,1.6167,1.64,1.6967,1.6733,1.6867,1.7433,1.7833,1.7733,1.7767,1.7,1.79
,208,0,0,0.7733,1.52,1.5667,1.6533,1.69,1.6733,1.6967,1.72,1.7833,1.8133,1.8333,1.76,1.84
,211,0,0,0.84,1.52,1.53,1.6033,1.67,1.67,1.6933,1.72,1.8033,1.7833,1.8333,1.7767,1.8567
,214,0,0,0.8833,1.5233,1.5033,1.5933,1.6767,1.6667,1.7,1.7233,1.7967,1.9,1.84,1.81,1.95
,217,0,0,0.95,1.44,1.4733,1.58,1.6633,1.6933,1.72,1.7433,1.8633,1.9167,1.8533,1.8567,1.9367
,220,0,0,1.0667,1.3367,1.4733,1.5933,1.6733,1.6733,1.7533,1.7767,1.8967,2.0367,1.91,1.9,1.99
,223,0,0,1.1,1.33,1.4633,1.5933,1.7033,1.7067,1.76,1.7933,1.9167,2.0333,1.9767,1.9533,2.0167
,226,0,0.3367,1.0933,1.2933,1.4467,1.59,1.7,1.7133,1.7433,1.8233,1.9733,2.0867,2.05,2.02,2.1133
,229,0,0.38,1.0667,1.2567,1.48,1.6,1.7333,1.7367,1.7633,1.8233,1.97,2.0533,2.07,2.0967,2.19
