4injectors,13,327,,Injector:B445112998,,,,,,,,,,
,,250000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000
,122,0,0,0,0,0,0,0,0,0,0,0,0,0
,125,0,0,0,0,0,0,0,0,0,0,0,0,0
,128,0,0,0,0,0,0,0,0,0,0,0,0,0
,131,0,0,0,0,0,0,0,0,0,0,0,0,0
,134,0,0,0,0,0,0,0,0,0,0,0,0,0
,137,0,0,0,0,0,0,0,0,0,0,0,0,0
,140,0,0,0,0,0,0,0,0,0,0,0,0,0
,143,0,0,0,0,0,0,0,0,0,0,0,0,0
,146,0,0,0,0,0,0,0,0,0,0,0,0,0
,149,0,0,0,0,0,0,0,0,0,0,0,0,0
,152,0,0,0,0,0,0,0,0,0,0,0,0,0
,155,0,0,0,0,0,0,0,0,0,0,0,0,0
,158,0,0,0,0,0,0,0,0,0,0,0,0,0
,161,0,0,0,0,0,0,0,0,0,0,0,0,0
,164,0,0,0,0,0,0,0,0,0,0,0,0,0
,167,0,0,0,0,0,0,0,0,0.0325,0,0,0,0
,170,0,0,0,0,0,0,0,0,0,0,0,0,0
,173,0,0,0,0,0,0,0,0,0,0,0,0,0
,176,0,0,0,0,0,0,0,0,0,0,0,0,0
,179,0,0,0,0,0,0,0,0.0425,0,0,0,0,0
,182,0,0,0,0,0,0,0,0,0,0,0,0,0
,185,0,0,0,0,0,0,0,0,0,0,0,0,0
,188,0,0,0,0,0,0.0425,0,0,0,0.03,0,0,0
,191,0,0,0,0,0,0,0.0525,0,0,0,0,0,0
,194,0,0,0,0,0,0,0.1,0.05,0,0,0,0,0
,197,0,0,0,0,0,0,0.065,0.06,0.045,0,0,0,0
,200,0,0,0,0,0,0.0575,0.07,0.0725,0.045,0.0875,0,0.035,0
,203,0,0,0,0,0.0975,0.125,0.1225,0.12,0.1075,0.0575,0.0875,0,0
,206,0,0,0,0,0.0975,0.1225,0.1225,0.13,0.115,0.095,0.1,0.035,0
,209,0,0,0,0,0.115,0.1325,0.135,0.12,0.1175,0.1175,0.1,0.05,0.0775
,212,0,0,0,0,0.0625,0.14,0.145,0.13,0.14,0.175,0.1475,0.1075,0.0875
,215,0,0,0,0,0.115,0.15,0.1925,0.15,0.1525,0.2,0.17,0.1825,0.12
,218,0,0,0,0.0475,0.17,0.1575,0.225,0.225,0.2225,0.235,0.2,0.2375,0.21
,221,0,0,0,0.055,0.1475,0.1725,0.2475,0.2675,0.2725,0.2475,0.235,0.22,0.2275
,224,0,0,0,0.0625,0.155,0.235,0.2675,0.265,0.3,0.29,0.2925,0.295,0.315
,227,0,0,0,0.055,0.21,0.2425,0.2825,0.29,0.325,0.3475,0.36,0.3475,0.3925
,230,0,0,0,0.1125,0.2225,0.29,0.29,0.3325,0.3925,0.4225,0.3575,0.41,0.505
,233,0,0,0,0.1225,0.2475,0.345,0.3225,0.375,0.4725,0.5225,0.5,0.57,0.6075
,236,0,0,0,0.125,0.265,0.325,0.4425,0.4825,0.49,0.56,0.6,0.72,0.685
