3injectors,19,794,,Injector:O445B2905M_00,,,,,,,,,,,,,,,,
,,250000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000
,121,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.35,0.58,0.76,0.91,0.87
,124,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.27,0.54,0.77,0.89,0.92,0.77
,127,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.45,0.61,1.06,1.00,0.95,0.60
,130,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.63,0.64,0.78,1.17,0.99,0.72,0.42
,133,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.53,0.87,0.76,1.19,1.20,0.86,0.58,0.41
,136,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.48,0.66,0.97,1.28,1.39,1.00,0.74,0.54,0.34
,139,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.69,0.92,1.11,1.38,1.31,0.99,0.72,0.46,0.30
,142,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.52,0.73,1.22,1.31,1.44,1.23,0.88,0.64,0.41,0.33
,145,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.61,0.85,0.89,1.30,1.51,1.41,1.10,0.80,0.60,0.39,0.31
,148,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.16,0.58,0.93,1.12,1.25,1.53,1.31,0.99,0.78,0.55,0.37,0.25
,151,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.49,0.79,1.05,1.24,1.45,1.37,1.09,0.77,0.57,0.36,0.26
,154,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.31,0.69,0.79,1.05,1.49,1.52,1.19,1.03,0.77,0.54,0.34,0.28
,157,0.00,0.00,0.00,0.00,0.00,0.08,0.42,0.58,1.01,1.15,1.34,1.59,1.31,1.10,0.95,0.74,0.49,0.36,0.21
,160,0.00,0.00,0.00,0.00,0.00,0.00,0.52,0.82,1.05,1.38,1.60,1.61,1.36,1.04,0.85,0.65,0.46,0.28,0.24
,163,0.00,0.00,0.00,0.00,0.00,0.18,0.62,0.82,1.12,1.48,1.75,1.53,1.19,1.01,0.84,0.65,0.49,0.30,0.23
,166,0.00,0.00,0.00,0.00,0.00,0.41,0.85,0.90,1.26,1.57,1.73,1.44,1.13,0.93,0.80,0.59,0.43,0.26,0.20
,169,0.00,0.00,0.00,0.00,0.10,0.73,1.00,1.27,1.40,1.72,1.66,1.27,1.07,0.87,0.75,0.59,0.44,0.26,0.22
,172,0.00,0.00,0.00,0.11,0.49,0.90,1.29,1.51,1.70,1.88,1.55,1.22,1.02,0.87,0.75,0.58,0.44,0.28,0.21
,175,0.00,0.00,0.00,0.24,0.62,0.99,1.40,1.67,1.82,1.73,1.45,1.23,1.00,0.82,0.70,0.56,0.40,0.26,0.22
,178,0.00,0.00,0.00,0.44,0.75,1.09,1.46,1.74,1.87,1.70,1.35,1.13,0.94,0.83,0.74,0.52,0.43,0.29,0.22
,181,0.00,0.00,0.15,0.51,0.79,1.37,1.57,1.85,1.87,1.60,1.34,1.11,0.94,0.79,0.71,0.57,0.41,0.28,0.19
,184,0.00,0.00,0.35,0.65,1.04,1.51,1.68,1.85,1.69,1.53,1.31,1.09,0.94,0.81,0.68,0.55,0.45,0.26,0.21
,187,0.00,0.00,0.49,0.88,1.25,1.59,1.92,1.83,1.64,1.43,1.25,1.08,0.90,0.79,0.71,0.58,0.44,0.26,0.19
,190,0.00,0.24,0.56,0.92,1.39,1.60,1.99,1.74,1.55,1.38,1.22,1.05,0.93,0.81,0.70,0.58,0.39,0.25,0.22
