3injectors,15,794,327,Injector:O445B290B7,,,,,,,,,,,,
,,250000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000
,121,0,0,0,0,0,0,0,0,0,0,0,0,0.2567,1.33,1.7733
,124,0,0,0,0,0,0,0,0,0,0,0,0.18,0.7967,1.4767,2.1867
,127,0,0,0,0,0,0,0,0,0,0,0,0.59,1.0667,1.9967,2.4
,130,0,0,0,0,0,0,0,0,0,0,0.2133,0.8933,1.7167,2.35,2.6067
,133,0,0,0,0,0,0,0,0,0,0,0.46,1.1167,1.7267,2.6133,2.8767
,136,0,0,0,0,0,0,0,0,0,0.0833,0.7867,1.35,2.3833,2.7967,2.75
,139,0,0,0,0,0,0,0,0,0,0.4667,1.1533,1.8367,2.7233,2.7233,2.5167
,142,0,0,0,0,0,0,0,0,0.32,0.6667,1.67,2.3233,2.7267,2.6933,2.2167
,145,0,0,0,0,0,0,0,0.1867,0.6,1.34,2.1167,2.7033,2.9067,2.31,1.9933
,148,0,0,0,0,0,0,0,0.49,1.06,1.4567,2.4533,2.96,2.5667,2.18,1.9367
,151,0,0,0,0,0,0,0.0967,0.6467,1.2433,1.9367,2.79,3.0233,2.3933,2.0633,1.8067
,154,0,0,0,0,0,0,0.2867,0.72,1.49,2.2133,2.9367,2.7133,2.3033,2.0067,1.7667
,157,0,0,0,0,0,0.08,0.4133,1.1033,1.7233,2.46,2.9933,2.6433,2.0967,1.93,1.6867
,160,0,0,0,0,0,0.2833,0.7567,1.3533,2.0333,2.6033,2.9467,2.4133,2.0633,1.8967,1.6
,163,0,0,0,0,0,0.4933,1.0167,1.4,2.2333,2.7333,2.5767,2.24,1.97,1.78,1.5567
,166,0,0,0,0,0.24,0.8367,1.3433,1.91,2.55,2.6833,2.3467,2.1033,1.8567,1.6833,1.4767
,169,0,0,0,0,0.4567,1.06,1.6433,2.2467,2.6533,2.42,2.24,1.9967,1.7433,1.64,1.4633
,172,0,0,0,0,0.6633,1.3,1.8267,2.4,2.5233,2.27,2.15,1.9967,1.76,1.6067,1.4633
,175,0,0,0,0.1,0.76,1.3667,2.0733,2.5033,2.4067,2.1667,2.1133,1.9067,1.7,1.5567,1.4233
,178,0,0,0,0.3967,0.9033,1.59,2.12,2.4633,2.2433,2.11,2.0267,1.8767,1.68,1.5633,1.3833
,181,0,0,0,0.4967,1.1,1.7933,2.2,2.3467,2.1867,2.0033,1.9933,1.8667,1.67,1.5167,1.39
,184,0,0,0,0.6767,1.3,2.0367,2.1733,2.2767,2.0267,1.92,1.9433,1.7833,1.62,1.5167,1.3733
,187,0,0,0.1467,0.7933,1.45,2.1,2.08,2.07,1.8667,1.89,1.91,1.7467,1.5967,1.5067,1.3767
,190,0,0,0.1767,0.9667,1.6267,2.1467,2.0733,1.9033,1.8733,1.7867,1.86,1.76,1.5967,1.4933,1.3767
,193,0,0,0.5033,1.1133,1.7533,2.1133,1.9,1.87,1.79,1.77,1.86,1.72,1.57,1.52,1.3833
,196,0,0,0.5767,1.22,1.8133,2.0133,1.81,1.8033,1.7667,1.77,1.8267,1.74,1.61,1.5167,1.41
,199,0,0,0.5967,1.3,1.8633,1.8467,1.7933,1.7433,1.7533,1.7433,1.8433,1.7367,1.6067,1.54,1.4167
,202,0,0,0.7333,1.39,1.8033,1.81,1.74,1.7767,1.7367,1.7367,1.8333,1.73,1.58,1.5667,1.46
,205,0,0,0.8067,1.4,1.6767,1.7933,1.72,1.7233,1.72,1.74,1.8167,1.73,1.6233,1.6033,1.51
,208,0,0,0.9033,1.4933,1.5867,1.7067,1.6767,1.73,1.7033,1.72,1.8133,1.7867,1.6967,1.6267,1.5567
,211,0,0.1367,0.96,1.45,1.5933,1.67,1.6867,1.6833,1.6967,1.7233,1.87,1.7933,1.7267,1.67,1.59
,214,0,0.1633,1.0267,1.4133,1.51,1.6933,1.7,1.72,1.71,1.7567,1.88,1.8067,1.7,1.7267,1.6667
,217,0,0.48,1.08,1.3767,1.5133,1.6633,1.6667,1.6933,1.72,1.7333,1.8833,1.88,1.7567,1.7567,1.6933
,220,0,0.53,1.1033,1.3333,1.5233,1.6233,1.6433,1.69,1.7233,1.7667,1.93,1.8767,1.78,1.8067,1.8033
,223,0,0.5633,1.09,1.31,1.5467,1.6733,1.6467,1.6667,1.73,1.7667,1.9133,1.9133,1.8367,1.8367,1.9267
,226,0,0.6167,1.0433,1.3133,1.4967,1.6667,1.6267,1.66,1.71,1.7733,1.9733,1.9133,1.93,1.8967,1.9667
,229,0,0.6267,1.0533,1.2933,1.5033,1.6367,1.63,1.6733,1.8067,1.8267,2.0167,2.0367,1.9467,2.0767,2.1133
,232,0,0.66,0.99,1.3,1.5033,1.63,1.6533,1.7333,1.76,1.8767,2.0867,2.02,2.0933,2.06,2.2667
,235,0,0.6633,0.9833,1.2867,1.4933,1.68,1.6533,1.7533,1.75,1.9267,2.1367,2.11,2.1267,2.1867,2.39
,238,0,0.65,1.0033,1.2967,1.45,1.6867,1.67,1.7533,1.8,1.9967,2.1967,2.14,2.1933,2.2933,2.5433
,241,0,0.65,1,1.2667,1.5067,1.6233,1.65,1.8,1.7867,2.0267,2.2067,2.19,2.2733,2.48,2.73
,244,0.1567,0.6367,0.9867,1.2867,1.51,1.6833,1.71,1.8033,1.8467,2.0867,2.2367,2.2167,2.3367,2.58,2.72
,247,0,0.6267,0.9633,1.2767,1.5067,1.69,1.69,1.83,1.88,2.1233,2.3467,2.2833,2.45,2.7267,2.9567
,250,0,0.5933,0.9933,1.2733,1.5267,1.6833,1.7267,1.8933,2.02,2.18,2.41,2.45,2.7767,3.0833,3.5467
,253,0,0.59,0.9667,1.25,1.4967,1.7133,1.76,1.9433,2.0333,2.2933,2.6333,2.6733,2.79,3.4133,3.8067
,256,0,0.6067,0.97,1.2967,1.54,1.7367,1.8333,2.0167,2.07,2.3667,2.7267,2.85,3.1,3.64,4.1833
,259,0,0.59,0.9533,1.29,1.4933,1.79,1.8533,2.0567,2.1567,2.5167,2.81,2.9733,3.3567,3.9667,4.5733
,262,0,0.59,0.9633,1.2967,1.54,1.8133,1.8967,2.0967,2.1967,2.5267,2.88,3.18,3.6867,4.0967,5.3733
,265,0,0.5833,0.9633,1.2867,1.5533,1.81,1.9333,2.17,2.2167,2.7467,2.9733,3.3567,3.88,4.63,5.3467
