3injectors,17,794,,Injector:O445B29993_00,,,,,,,,,,,,,,
,,250000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000
,121,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.30,0.35
,124,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.14
,127,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.24,0.19
,130,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.45,0.40
,133,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.36,0.39,0.54,0.39
,136,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.45,0.51,0.52,0.33
,139,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.45,0.54,0.65,0.50,0.25
,142,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.32,0.39,0.49,0.68,0.61,0.40,0.14
,145,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.38,0.53,0.58,0.71,0.74,0.55,0.30,0.06
,148,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.52,0.76,0.75,0.85,0.63,0.43,0.26,0.00
,151,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.72,0.80,0.90,0.79,0.59,0.38,0.22,0.00
,154,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.66,0.78,0.92,0.94,0.77,0.48,0.33,0.19,0.00
,157,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.44,0.84,0.99,1.03,0.93,0.63,0.48,0.31,0.17,0.00
,160,0.00,0.00,0.00,0.00,0.00,0.31,0.49,0.72,1.00,1.11,1.06,0.89,0.60,0.41,0.28,0.06,0.00
,163,0.00,0.00,0.00,0.00,0.13,0.33,0.62,0.95,1.16,1.15,1.04,0.79,0.54,0.39,0.24,0.06,0.00
,166,0.00,0.00,0.00,0.00,0.34,0.64,0.81,1.11,1.24,1.19,0.88,0.72,0.47,0.32,0.22,0.00,0.00
,169,0.00,0.00,0.00,0.00,0.46,0.79,0.99,1.25,1.30,1.05,0.80,0.63,0.44,0.31,0.21,0.00,0.00
,172,0.00,0.00,0.00,0.12,0.57,0.85,1.08,1.30,1.24,1.02,0.81,0.63,0.42,0.31,0.21,0.00,0.00
,175,0.00,0.00,0.00,0.28,0.68,0.95,1.15,1.33,1.17,0.95,0.76,0.60,0.42,0.30,0.20,0.04,0.00
,178,0.00,0.00,0.00,0.44,0.75,1.02,1.27,1.32,1.15,0.92,0.75,0.54,0.39,0.28,0.15,0.04,0.00
,181,0.00,0.00,0.00,0.65,0.94,1.10,1.35,1.20,1.08,0.85,0.67,0.53,0.37,0.28,0.06,0.00,0.00
,184,0.00,0.00,0.00,0.69,1.07,1.36,1.32,1.12,0.99,0.81,0.65,0.51,0.37,0.28,0.18,0.00,0.00
,187,0.00,0.00,0.52,0.82,1.19,1.39,1.15,1.05,0.92,0.78,0.63,0.49,0.37,0.28,0.13,0.00,0.00
,190,0.00,0.00,0.56,0.89,1.28,1.35,1.14,1.02,0.89,0.76,0.61,0.48,0.35,0.27,0.20,0.00,0.00
,193,0.00,0.11,0.62,0.95,1.31,1.32,1.10,0.99,0.89,0.74,0.61,0.49,0.35,0.28,0.15,0.00,0.00
,196,0.00,0.25,0.61,1.03,1.28,1.26,1.10,0.97,0.90,0.75,0.63,0.51,0.38,0.30,0.22,0.05,0.00
,199,0.00,0.31,0.75,1.12,1.31,1.17,1.06,0.95,0.87,0.74,0.61,0.51,0.38,0.30,0.22,0.11,0.00
,202,0.00,0.50,0.86,1.10,1.24,1.17,1.00,0.90,0.86,0.75,0.61,0.52,0.39,0.29,0.23,0.17,0.00
,205,0.00,0.55,0.91,1.09,1.16,1.14,0.98,0.89,0.84,0.73,0.64,0.53,0.42,0.34,0.26,0.14,0.00
,208,0.44,0.62,0.93,1.08,1.12,1.09,0.97,0.89,0.85,0.74,0.62,0.51,0.41,0.33,0.27,0.13,0.04
,211,0.49,0.64,0.96,1.07,1.10,1.10,0.94,0.89,0.88,0.76,0.64,0.55,0.43,0.35,0.29,0.21,0.00
,214,0.50,0.64,0.95,1.02,1.07,1.08,0.96,0.92,0.86,0.75,0.65,0.57,0.43,0.37,0.29,0.22,0.06
,217,0.54,0.70,0.92,1.03,1.04,1.06,0.96,0.87,0.85,0.78,0.69,0.56,0.46,0.38,0.32,0.24,0.14
,220,0.58,0.71,0.89,0.99,1.06,1.08,0.94,0.92,0.90,0.78,0.70,0.63,0.49,0.44,0.36,0.30,0.29
,223,0.62,0.77,0.87,0.95,1.02,1.05,0.95,0.90,0.91,0.83,0.73,0.64,0.50,0.44,0.42,0.33,0.33
,226,0.62,0.75,0.86,0.93,1.06,1.04,0.95,0.94,0.91,0.83,0.74,0.67,0.56,0.48,0.41,0.37,0.35
,229,0.63,0.73,0.84,0.93,1.05,1.07,1.00,0.92,0.95,0.87,0.78,0.68,0.55,0.54,0.49,0.44,0.42
,232,0.62,0.69,0.82,0.93,1.00,1.04,0.97,0.96,0.98,0.90,0.81,0.71,0.62,0.59,0.57,0.48,0.56
,235,0.61,0.69,0.82,0.94,1.04,1.09,0.99,0.99,1.00,0.93,0.87,0.75,0.65,0.61,0.60,0.55,0.62
,238,0.58,0.69,0.82,0.94,1.04,1.08,1.04,1.02,1.04,0.94,0.87,0.78,0.69,0.68,0.70,0.58,0.64
