3injectors,19.00,1961.00,,Injector:O446B00867_00,,,,,,,,,,,,,,,,,,,,,
,,250000.00,300000.00,400000.00,500000.00,600000.00,700000.00,800000.00,900000.00,1000000.00,1100000.00,1200000.00,1300000.00,1400000.00,1500000.00,1600000.00,1700000.00,1800000.00,1900000.00,2000000.00,,,,,
,121.00,0.00,0.01,0.00,0.04,0.00,0.01,0.03,0.01,0.00,0.01,0.01,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.03,,,,,
,124.00,0.04,0.00,0.03,0.00,0.01,0.01,0.01,0.03,0.00,0.03,0.03,0.04,0.00,0.01,0.00,0.00,0.00,0.00,0.01,,,,,
,127.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.04,0.04,0.00,0.00,0.01,0.04,0.00,0.03,0.00,0.03,0.01,0.00,,,,,
,130.00,0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.04,0.04,0.03,0.03,0.01,0.00,0.03,0.05,,,,,
,133.00,0.03,0.00,0.01,0.03,0.03,0.03,0.00,0.01,0.01,0.01,0.00,0.03,0.00,0.00,0.01,0.00,0.00,0.01,0.00,,,,,
,136.00,0.01,0.00,0.00,0.08,0.03,0.00,0.01,0.04,0.01,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.00,,,,,
,139.00,0.00,0.00,0.01,0.01,0.00,0.01,0.00,0.01,0.00,0.00,0.03,0.01,0.00,0.01,0.01,0.01,0.00,0.01,0.01,,,,,
,142.00,0.00,0.03,0.01,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.01,0.01,0.00,0.01,0.00,0.01,,,,,
,145.00,0.00,0.01,0.00,0.00,0.00,0.01,0.03,0.00,0.00,0.00,0.01,0.01,0.00,0.05,0.01,0.00,0.00,0.00,0.04,,,,,
,148.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.03,0.00,0.00,0.00,0.01,0.00,0.01,0.03,0.00,0.00,0.00,0.01,,,,,
,151.00,0.03,0.00,0.01,0.03,0.01,0.01,0.00,0.04,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.04,,,,,
,154.00,0.01,0.03,0.01,0.00,0.03,0.01,0.01,0.00,0.01,0.01,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.01,,,,,
,157.00,0.00,0.03,0.01,0.01,0.03,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.00,0.00,0.03,0.00,0.00,,,,,
,160.00,0.01,0.00,0.00,0.01,0.04,0.00,0.04,0.01,0.00,0.03,0.00,0.03,0.03,0.01,0.00,0.00,0.00,0.00,0.01,,,,,
,163.00,0.00,0.00,0.03,0.01,0.07,0.01,0.01,0.00,0.00,0.03,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.01,,,,,
,166.00,0.00,0.01,0.01,0.00,0.01,0.03,0.01,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.01,0.04,,,,,
,169.00,0.00,0.00,0.04,0.00,0.01,0.00,0.01,0.01,0.03,0.01,0.00,0.04,0.01,0.01,0.00,0.00,0.01,0.01,0.01,,,,,
,172.00,0.00,0.00,0.01,0.01,0.00,0.04,0.00,0.00,0.00,0.05,0.01,0.01,0.01,0.00,0.00,0.01,0.00,0.00,0.01,,,,,
,175.00,0.03,0.01,0.03,0.00,0.01,0.01,0.00,0.03,0.01,0.00,0.00,0.01,0.01,0.00,0.01,0.00,0.01,0.00,0.01,,,,,
,178.00,0.01,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,0.00,0.03,0.01,0.00,0.00,0.01,0.00,0.03,0.03,0.01,,,,,
,181.00,0.00,0.00,0.01,0.00,0.03,0.01,0.01,0.01,0.01,0.03,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,,,,
,184.00,0.00,0.00,0.00,0.00,0.03,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.01,0.01,,,,,
,187.00,0.00,0.00,0.04,0.00,0.03,0.00,0.01,0.03,0.00,0.01,0.00,0.00,0.03,0.03,0.01,0.00,0.01,0.00,0.01,,,,,
,190.00,0.00,0.01,0.04,0.01,0.00,0.03,0.01,0.03,0.01,0.03,0.01,0.03,0.04,0.00,0.01,0.00,0.00,0.04,0.01,,,,,
,193.00,0.00,0.01,0.01,0.03,0.01,0.04,0.01,0.01,0.00,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.03,,,,,
,196.00,0.03,0.01,0.00,0.00,0.04,0.01,0.04,0.01,0.00,0.00,0.00,0.00,0.03,0.01,0.00,0.01,0.00,0.00,0.00,,,,,
,199.00,0.00,0.00,0.00,0.01,0.03,0.00,0.00,0.00,0.01,0.03,0.00,0.00,0.00,0.03,0.01,0.01,0.00,0.01,0.00,,,,,
,202.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.03,,,,,
,205.00,0.01,0.00,0.00,0.00,0.00,0.04,0.01,0.00,0.03,0.00,0.00,0.00,0.00,0.01,0.01,0.05,0.04,0.00,0.00,,,,,
,208.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.00,0.03,0.01,0.03,0.01,0.01,0.03,0.03,0.00,,,,,
,211.00,0.01,0.00,0.00,0.01,0.01,0.00,0.01,0.00,0.03,0.00,0.00,0.04,0.00,0.01,0.03,0.00,0.00,0.00,0.00,,,,,
,214.00,0.01,0.01,0.01,0.01,0.00,0.01,0.01,0.04,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.01,0.01,0.03,,,,,
,217.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.01,0.04,0.01,0.01,0.00,0.00,0.01,0.00,0.03,0.00,,,,,
