3injectors,15,794,,Injector:O445B29636-00,,,,,,,,,,,,,,,,
,,250000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,,,,
,121,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
,124,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,,,,
,127,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,,,,
,130,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,,,,
,133,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.15,0.59,,,,
,136,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.29,1.39,,,,
,139,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.87,1.60,,,,
,142,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.12,0.96,1.30,1.97,,,,
,145,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.37,1.13,1.70,2.02,,,,
,148,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.16,0.61,1.53,1.86,2.11,,,,
,151,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.19,0.95,1.72,1.99,2.01,,,,
,154,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.44,1.25,1.98,2.08,1.82,,,,
,157,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.58,0.84,1.59,1.90,1.79,1.45,,,,
,160,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.20,0.51,1.14,1.75,1.78,1.23,1.21,,,,
,163,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.08,0.47,0.94,1.53,1.81,1.48,1.14,1.12,,,,
,166,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.67,1.23,1.63,1.58,1.17,1.03,1.02,,,,
,169,0.00,0.00,0.01,0.00,0.00,0.00,0.01,0.33,0.85,1.43,1.70,1.36,1.19,0.94,0.95,,,,
,172,0.01,0.00,0.00,0.00,0.00,0.00,0.07,0.69,1.09,1.70,1.39,1.18,1.17,0.88,0.87,,,,
,175,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.70,1.36,1.61,1.29,0.98,0.91,0.84,0.83,,,,
,178,0.00,0.00,0.00,0.00,0.00,0.00,0.41,0.88,1.64,1.64,1.04,0.92,0.88,0.76,0.80,,,,
,181,0.00,0.00,0.00,0.00,0.00,0.00,0.56,1.13,1.58,1.45,1.09,0.87,0.67,0.69,0.65,,,,
,184,0.00,0.00,0.00,0.00,0.01,0.22,0.94,1.49,1.64,1.25,0.85,0.72,0.64,0.59,0.63,,,,
,187,0.00,0.00,0.00,0.00,0.08,0.36,1.03,1.52,1.35,1.15,0.81,0.71,0.61,0.58,0.58,,,,
,190,0.00,0.00,0.00,0.00,0.18,0.63,1.29,1.42,1.05,0.92,0.71,0.57,0.47,0.59,0.58,,,,
,193,0.00,0.00,0.00,0.00,0.22,0.77,1.46,1.32,1.03,0.92,0.72,0.63,0.50,0.48,0.62,,,,
,196,0.00,0.00,0.00,0.00,0.42,0.98,1.56,1.27,0.95,0.81,0.68,0.59,0.47,0.50,0.57,,,,
,199,0.00,0.00,0.00,0.01,0.52,0.99,1.52,0.95,0.79,0.84,0.63,0.58,0.41,0.48,0.59,,,,
,202,0.00,0.00,0.00,0.03,0.71,1.31,1.25,0.88,0.73,0.80,0.63,0.58,0.39,0.48,0.54,,,,
,205,0.00,0.00,0.00,0.20,0.87,1.51,1.21,0.80,0.76,0.77,0.59,0.51,0.41,0.57,0.61,,,,
,208,0.01,0.00,0.01,0.18,1.05,1.53,1.11,0.77,0.61,0.68,0.57,0.48,0.45,0.54,0.62,,,,
,211,0.00,0.00,0.00,0.29,1.25,1.24,0.94,0.65,0.55,0.69,0.51,0.48,0.48,0.58,0.68,,,,
