3injectors,19,328,,Injector:O445B760S0_00,,,,,,,,,,,,,,,,
,,250000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000
,119,0,0,0,0,0,0.1167,0.2467,0.4367,0.41,0.5733,0.5333,0.7167,0.7267,0.92,0.9567,1.1267,1.22,1.1733,1.24
,122,0,0,0,0,0,0.3533,0.4167,0.7033,0.71,0.7533,0.8167,1.0167,0.9933,1.0967,1.12,1.3067,1.4267,1.44,1.4267
,125,0,0,0,0.1033,0.41,0.6733,0.8033,0.76,0.96,0.9933,1.0867,1.12,1.12,1.3533,1.3967,1.56,1.61,1.6267,1.6167
,128,0,0,0,0.32,0.7167,0.7833,0.9133,1.0767,1.1933,1.12,1.2167,1.2533,1.36,1.4433,1.5367,1.6633,1.6767,1.7767,1.8
,131,0,0,0.35,0.53,0.7,0.84,1.08,1.2667,1.24,1.3233,1.3633,1.3767,1.4267,1.5233,1.6667,1.7533,1.8333,1.89,1.8233
,134,0,0,0.3967,0.6167,0.7633,0.99,1.1667,1.3,1.39,1.3933,1.3833,1.4567,1.5233,1.62,1.7633,1.8967,1.98,1.9767,1.9633
,137,0,0,0.4833,0.6533,0.8733,1.0467,1.2433,1.38,1.4933,1.4733,1.4767,1.52,1.6033,1.69,1.7633,1.9267,1.9867,2.0667,2.0833
,140,0,0,0.5133,0.7333,0.94,1.1167,1.31,1.4233,1.51,1.5033,1.4867,1.5633,1.66,1.76,1.8333,1.8733,2.0833,2.15,2.1233
,143,0,0,0.53,0.7433,0.9833,1.1767,1.34,1.4567,1.56,1.56,1.5567,1.6067,1.75,1.7833,1.93,2.0433,2.1,2.1867,2.1933
,146,0,0,0.55,0.8,1.0033,1.1833,1.3767,1.5133,1.5833,1.62,1.5767,1.6533,1.74,1.87,1.9733,2.14,2.24,2.2567,2.28
,149,0,0,0.59,0.8233,1.0367,1.23,1.4233,1.5767,1.6567,1.67,1.6633,1.7067,1.82,1.8567,2.0133,2.15,2.2567,2.3567,2.4367
,152,0,0,0.6133,0.85,1.0867,1.24,1.4733,1.5867,1.7067,1.7033,1.6767,1.73,1.88,1.9567,2.14,2.21,2.39,2.5167,2.5133
,155,0,0.2233,0.6233,0.8867,1.12,1.33,1.5033,1.62,1.72,1.75,1.7367,1.83,1.9267,2.13,2.2233,2.2933,2.5767,2.6467,2.6867
,158,0,0.1167,0.6667,0.9067,1.1367,1.35,1.5167,1.68,1.8133,1.7733,1.8333,1.94,2.06,2.1667,2.3233,2.4167,2.6233,2.8433,2.9067
,161,0,0.1233,0.6733,0.94,1.1867,1.3867,1.58,1.7067,1.86,1.8167,1.8633,1.92,2.1667,2.2767,2.4567,2.6267,2.82,3.0233,3.04
,164,0,0,0.6967,0.97,1.2,1.4133,1.67,1.8,1.9167,1.9267,2.0567,2.0933,2.2467,2.42,2.59,2.7233,2.9433,3.0667,3.2633
,167,0,0.2767,0.71,1.01,1.25,1.4933,1.73,1.9033,2.0133,2.0633,2.1033,2.28,2.3933,2.6,2.84,2.9,3.1033,3.53,3.6633
,170,0,0.2767,0.7667,1.0433,1.3,1.53,1.7567,1.9867,2.15,2.1933,2.1933,2.3133,2.5533,2.7367,2.8133,3.2367,3.3167,3.56,3.7633
,173,0,0.43,0.7633,1.0967,1.3667,1.6067,1.8433,2.07,2.1533,2.3867,2.37,2.5633,2.6767,2.9467,3.18,3.2933,3.51,3.8633,4.3567
,176,0,0.4433,0.8133,1.14,1.41,1.72,1.9733,2.1433,2.3067,2.4533,2.4033,2.64,2.78,3.1767,3.4233,3.47,3.8333,4.1167,4.47
,179,0,0.47,0.8567,1.1433,1.51,1.77,2.0633,2.2433,2.41,2.5,2.72,2.9033,3.1,3.3067,3.7433,3.8033,4.0233,4.4133,4.8333
,182,0,0.5067,0.89,1.2567,1.5633,1.8933,2.1267,2.3833,2.5667,2.6467,2.8033,3.0533,3.4067,3.5833,3.7733,4.0967,4.2867,4.75,5.08
,185,0,0.5167,0.9333,1.3,1.64,1.9733,2.2967,2.5033,2.7867,2.9167,3.1667,3.3267,3.5333,3.7833,4.2933,4.4433,4.7667,5.0167,5.7833
,188,0,0.5533,0.9733,1.3333,1.7433,2.1067,2.3867,2.73,2.89,3.0567,3.1133,3.4633,3.8233,4.1367,4.5,4.8867,4.9567,5.52,6.2267
,191,0.1267,0.5767,1.04,1.44,1.8733,2.2467,2.5633,2.9633,3.0433,3.1767,3.3533,3.7333,4.2967,4.3933,4.9867,5.2633,5.7,5.8,6.8633
,194,0,0.6167,1.07,1.5133,2.0433,2.4233,2.7667,3.11,3.28,3.6267,3.7367,4.0567,4.61,4.7967,5.2567,5.5433,5.7133,6.4933,7.1967
,197,0.1367,0.6633,1.1367,1.65,2.04,2.5733,2.9267,3.2633,3.4967,3.83,4.0733,4.4933,4.7833,5.08,5.8733,6.0133,6.6033,6.9733,8.2467
,200,0.2833,0.6967,1.1867,1.7567,2.19,2.7667,2.98,3.5167,3.7433,3.9267,4.35,4.67,5.2233,5.5133,5.9667,6.98,7.04,7.7667,8.8133
,203,0.4967,0.7367,1.29,1.8033,2.3767,2.89,3.29,3.8067,4.0333,4.37,4.4567,4.9667,5.64,6.0667,6.9533,7.3633,8.1133,8.62,9.2733
,206,0.51,0.7833,1.34,1.8967,2.5067,2.95,3.4367,3.93,4.29,4.6667,4.9967,5.6333,6.1867,6.5733,7.2433,7.6133,8.4533,9.0667,10.6467
,209,0.57,0.8533,1.4367,2.0167,2.7833,3.2433,3.7667,4.2467,4.8367,5.0667,5.6033,5.9667,7.0833,7.8,7.9367,8.5167,9.5133,10.2067,11.16
,212,0.5733,0.8867,1.4567,2.1433,2.8533,3.3833,4.1633,4.5133,4.9767,5.6533,6.0333,6.3333,7.3133,7.91,8.6133,9.0033,10.14,11.0867,11.7167
,215,0.6767,0.9533,1.6267,2.27,2.9533,3.6133,4.15,4.94,5.37,5.7533,6.37,6.9033,8,8.67,9.0633,9.77,10.86,11.7167,12.3067
,218,0.6867,0.9967,1.7,2.3367,3.1433,3.7233,4.4767,5.0067,5.8067,6.39,6.9633,8.16,8.64,9.4833,9.6133,10.8867,11.5933,12.1733,12.6133
,221,0.7467,1.0767,1.7667,2.5333,3.3033,4,4.71,5.35,6.0467,7,7.76,8.2733,8.9233,9.9567,10.47,11.3133,12.07,12.5467,12.8033
,224,0.7933,1.1267,1.8533,2.63,3.4067,4.2433,4.9667,5.7767,6.5833,7.4267,7.9667,8.9933,9.8533,10.4133,10.9733,11.6467,12.38,12.8767,12.9933
,227,0.84,1.2133,1.95,2.79,3.5833,4.4267,5.24,6.1,6.7567,7.7233,8.5233,9.1633,9.8733,10.6,11.3133,11.9633,12.59,13.05,13.26
,230,0.8567,1.2767,2.0167,2.8333,3.67,4.5167,5.3567,6.2867,7.18,7.9267,8.6267,9.34,10.0767,10.97,11.61,12.3967,12.9067,13.4233,13.4233
,233,0.92,1.3433,2.1267,2.9267,3.9367,4.5933,5.6767,6.5767,7.3633,8.1,8.83,9.66,10.2533,11.0033,11.85,12.61,13.1967,13.63,13.7
,236,0.9767,1.3967,2.2067,3.1,4.0433,4.9267,5.8167,6.8167,7.5933,8.3267,9.0067,9.8767,10.5433,11.1367,11.97,12.86,13.3133,13.8633,13.8767
,239,0.9967,1.46,2.3967,3.1733,4.17,5.0333,5.9933,7.0433,7.78,8.4767,9.1433,9.9333,10.63,11.35,12.1833,12.9767,13.5267,13.9133,14.3233
