3injectors,13,794,,Injector:0 445 B29 05F,,,,,,,,,,
,,250000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000
,120,0,0,0,0,0,0,0,0,0,0,0,0,0
,123,0,0,0,0,0,0,0,0,0,0,0,0,0
,126,0,0,0,0,0,0,0,0,0,0,0,0,0
,129,0,0,0,0,0,0,0,0,0,0,0,0,0
,132,0,0,0,0,0,0,0,0,0,0,0,0,0
,135,0,0,0,0,0,0,0,0,0,0,0,0,0
,138,0,0,0,0,0,0,0,0,0,0,0,0,0
,141,0,0,0,0,0,0,0,0,0,0,0,0,0
,144,0,0,0,0,0,0,0,0,0,0,0,0,0
,147,0,0,0,0,0,0,0,0,0,0,0,0,0
,150,0,0,0,0,0,0,0,0,0,0,0,0,0
,153,0,0,0,0,0,0,0,0,0,0,0,0,0
,156,0,0,0,0,0,0,0,0,0,0,0,0,0
,159,0,0,0,0,0,0,0,0,0,0,0,0,0
,162,0,0,0,0,0,0,0,0,0,0,0,0,0
,165,0,0,0,0,0,0,0,0,0,0,0,0,0
,168,0,0,0,0,0,0,0,0,0,0,0,0,0
,171,0,0,0,0,0,0,0,0,0,0,0,0,0
,174,0,0,0,0,0,0,0,0,0,0,0,0,0
,177,0,0,0,0,0,0,0,0,0,0,0,0,0
,180,0,0,0,0,0,0,0,0,0,0,0,0,0
,183,0,0,0,0,0,0,0,0,0,0,0,0,0
,186,0,0,0,0,0,0,0,0,0,0,0,0,0
,189,0,0,0,0,0,0,0,0,0,0,0,0,0
,192,0,0,0,0,0,0,0,0.075,0,0,0,0,0
,195,0,0,0,0,0,0,0,0,0,0,0,0,0
,198,0,0,0,0,0,0,0,0,0,0,0,0,0
,201,0,0,0,0,0,0,0.08,0.0825,0,0,0,0,0
,204,0,0,0,0,0,0,0.09,0.0875,0.075,0.0675,0.075,0,0
,207,0,0,0,0,0.08,0.0825,0.095,0.09,0.09,0.0775,0.075,0,0.0575
,210,0,0,0,0,0.0875,0,0.09,0.095,0.0975,0.0875,0.0875,0.0775,0.115
,213,0,0,0,0,0.09,0.0975,0.095,0.1025,0.1,0.105,0.0925,0.08,0.0825
,216,0,0,0,0.085,0.0975,0.095,0.1075,0.125,0.25,0.33,0.3025,0.18,0.095
,219,0,0,0,0,0.1025,0.18,0.33,0.2125,0.3675,0.22,0.31,0.285,0.275
,222,0,0,0,0.0875,0.205,0.105,0.2575,0.4425,0.46,0.4125,0.365,0.32,0.29
,225,0,0,0,0.085,0.105,0.205,0.425,0.4725,0.565,0.505,0.4825,0.365,0.3925
,228,0,0,0,0.0975,0.1125,0.2225,0.49,0.46,0.6175,0.49,0.59,0.5525,0.56
,231,0,0,0,0.0975,0.1175,0.37,0.525,0.5375,0.66,0.67,0.66,0.645,0.625
,234,0,0,0,0.1,0.34,0.485,0.49,0.5575,0.7025,0.69,0.75,0.7175,0.81
,237,0,0,0,0.105,0.2975,0.4225,0.62,0.615,0.7275,0.74,0.84,0.885,0.955
,240,0,0,0.0875,0.1075,0.505,0.4625,0.6525,0.685,0.855,0.7825,0.875,0.9575,1.0075
,243,0,0,0,0.1225,0.5325,0.55,0.7075,0.74,0.875,0.9475,1.03,1.0525,1.22
,246,0,0,0.1,0.12,0.5625,0.595,0.6975,0.845,0.9875,1.02,1.09,1.2675,1.2675
,249,0,0,0,0.3275,0.625,0.655,0.7275,1.0325,1.1075,1.135,1.25,1.385,1.5625
,252,0,0,0.1,0.42,0.6375,0.645,0.785,1.1075,1.19,1.2225,1.36,1.5175,1.7125
