3injectors,17,794,,Injector:O445B29739_00,,,,,,,,,,,,,,,
,,250000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,
,121,0.00,0.00,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.19,0.34,0.39,0.33,
,124,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.32,0.49,0.41,0.30,
,127,0.00,0.00,0.03,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.03,0.14,0.46,0.46,0.46,0.39,0.21,
,130,0.03,0.01,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.03,0.18,0.42,0.54,0.53,0.43,0.30,0.09,
,133,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.35,0.50,0.59,0.53,0.33,0.25,0.09,
,136,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.25,0.46,0.58,0.59,0.47,0.37,0.18,0.03,
,139,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.12,0.33,0.55,0.57,0.57,0.43,0.29,0.11,0.03,
,142,0.00,0.00,0.03,0.00,0.00,0.01,0.00,0.10,0.36,0.46,0.70,0.62,0.55,0.33,0.18,0.08,0.01,
,145,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.11,0.22,0.61,0.74,0.57,0.51,0.26,0.18,0.08,0.01,
,148,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.30,0.44,0.67,0.65,0.54,0.39,0.28,0.08,0.04,
,151,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.28,0.50,0.61,0.74,0.62,0.54,0.30,0.17,0.05,0.03,
,154,0.00,0.00,0.00,0.00,0.00,0.01,0.22,0.43,0.63,0.74,0.77,0.55,0.43,0.23,0.12,0.04,0.00,
,157,0.01,0.01,0.00,0.00,0.00,0.09,0.33,0.53,0.74,0.80,0.73,0.53,0.36,0.21,0.09,0.04,0.00,
,160,0.00,0.00,0.01,0.00,0.00,0.22,0.50,0.65,0.82,0.83,0.71,0.46,0.30,0.21,0.07,0.04,0.00,
,163,0.00,0.00,0.00,0.00,0.07,0.39,0.64,0.80,0.87,0.72,0.65,0.36,0.30,0.12,0.07,0.01,0.00,
,166,0.00,0.00,0.01,0.03,0.22,0.58,0.79,0.91,0.97,0.71,0.54,0.32,0.22,0.08,0.01,0.01,0.00,
,169,0.00,0.00,0.01,0.10,0.32,0.71,0.86,0.94,0.87,0.57,0.48,0.26,0.18,0.08,0.01,0.00,0.00,
,172,0.00,0.00,0.03,0.18,0.46,0.88,0.95,0.98,0.80,0.53,0.36,0.18,0.12,0.03,0.00,0.00,0.00,
,175,0.00,0.00,0.01,0.25,0.59,0.94,0.94,0.95,0.73,0.47,0.34,0.18,0.12,0.03,0.01,0.00,0.00,
,178,0.00,0.00,0.06,0.37,0.69,0.96,0.99,0.90,0.69,0.46,0.33,0.14,0.09,0.04,0.00,0.00,0.00,
,181,0.00,0.00,0.18,0.53,0.77,1.03,0.98,0.84,0.62,0.39,0.32,0.14,0.08,0.04,0.00,0.00,0.00,
,184,0.00,0.03,0.35,0.67,0.91,0.99,0.87,0.74,0.63,0.40,0.25,0.11,0.03,0.01,0.00,0.00,0.00,
,187,0.00,0.05,0.41,0.71,0.96,0.96,0.80,0.66,0.59,0.35,0.28,0.07,0.05,0.01,0.00,0.00,0.00,
,190,0.00,0.10,0.50,0.81,0.96,0.95,0.70,0.58,0.58,0.33,0.25,0.09,0.03,0.01,0.00,0.01,0.00,
,193,0.01,0.17,0.55,0.85,1.01,0.87,0.74,0.58,0.54,0.37,0.22,0.09,0.07,0.01,0.00,0.00,0.00,
,196,0.03,0.18,0.61,0.81,0.92,0.80,0.73,0.61,0.53,0.34,0.23,0.14,0.05,0.03,0.01,0.00,0.00,
,199,0.08,0.25,0.68,0.90,0.87,0.78,0.73,0.61,0.50,0.37,0.25,0.11,0.14,0.00,0.00,0.00,0.00,
,202,0.15,0.36,0.76,0.88,0.83,0.78,0.66,0.58,0.46,0.36,0.28,0.11,0.08,0.01,0.00,0.00,0.00,
,205,0.14,0.41,0.77,0.86,0.80,0.76,0.62,0.55,0.47,0.36,0.26,0.14,0.07,0.03,0.00,0.00,0.00,
,208,0.17,0.47,0.74,0.83,0.78,0.76,0.62,0.53,0.48,0.33,0.28,0.11,0.04,0.07,0.00,0.00,0.00,
,211,0.26,0.50,0.73,0.83,0.83,0.76,0.61,0.53,0.53,0.34,0.32,0.14,0.10,0.05,0.00,0.00,0.00,
,214,0.25,0.54,0.71,0.77,0.73,0.73,0.58,0.55,0.53,0.33,0.33,0.15,0.14,0.07,0.01,0.00,0.00,
,217,0.30,0.51,0.67,0.74,0.73,0.71,0.65,0.53,0.54,0.36,0.37,0.15,0.12,0.08,0.00,0.01,0.03,
,220,0.29,0.51,0.63,0.70,0.71,0.69,0.59,0.55,0.51,0.39,0.39,0.22,0.12,0.08,0.03,0.01,0.03,
,223,0.32,0.50,0.66,0.69,0.70,0.71,0.63,0.62,0.55,0.47,0.39,0.26,0.18,0.08,0.01,0.01,0.01,
,226,0.30,0.43,0.57,0.70,0.71,0.71,0.69,0.61,0.57,0.54,0.50,0.26,0.19,0.12,0.09,0.09,0.04,
,229,0.26,0.37,0.58,0.71,0.69,0.72,0.69,0.66,0.63,0.54,0.50,0.36,0.26,0.16,0.12,0.12,0.07,
,232,0.26,0.40,0.57,0.80,0.71,0.73,0.69,0.69,0.61,0.58,0.50,0.42,0.31,0.19,0.15,0.14,0.12,
,235,0.25,0.36,0.58,0.73,0.70,0.70,0.74,0.69,0.62,0.61,0.57,0.47,0.33,0.22,0.21,0.18,0.18,
,238,0.22,0.36,0.57,0.70,0.72,0.79,0.73,0.70,0.63,0.59,0.55,0.48,0.37,0.29,0.28,0.29,0.18,
,241,0.22,0.37,0.58,0.74,0.79,0.80,0.69,0.79,0.69,0.69,0.61,0.54,0.39,0.36,0.28,0.24,0.24,
,244,0.22,0.37,0.57,0.77,0.76,0.85,0.75,0.81,0.77,0.67,0.65,0.58,0.40,0.39,0.32,0.39,0.33,
,247,0.21,0.34,0.59,0.81,0.76,0.88,0.80,0.87,0.78,0.75,0.74,0.59,0.44,0.43,0.34,0.43,0.40,
,250,0.15,0.36,0.61,0.80,0.77,0.90,0.85,0.90,0.87,0.85,0.81,0.66,0.59,0.55,0.50,0.54,0.54,
,253,0.20,0.37,0.62,0.80,0.76,0.91,0.89,0.95,0.86,0.86,0.87,0.72,0.62,0.63,0.54,0.58,0.55,
,256,0.22,0.36,0.65,0.83,0.90,0.95,0.98,0.95,0.94,0.90,0.92,0.80,0.76,0.64,0.66,0.69,0.76,
,259,0.21,0.37,0.67,0.78,0.90,0.97,1.02,0.99,0.99,0.92,0.92,0.79,0.72,0.72,0.69,0.81,0.87,
,262,0.26,0.40,0.63,0.87,0.92,1.02,1.03,1.08,1.10,0.96,0.99,0.90,0.87,0.80,0.84,0.99,1.02,
,265,0.29,0.44,0.70,0.94,0.94,1.13,1.13,1.10,1.12,1.05,1.05,0.92,0.95,1.02,0.94,1.05,1.16,
,268,0.29,0.40,0.72,0.95,1.01,1.17,1.20,1.20,1.24,1.20,1.20,1.08,1.10,1.25,1.11,1.24,1.36,
,271,0.28,0.43,0.76,0.99,1.06,1.20,1.24,1.26,1.23,1.29,1.32,1.17,1.24,1.32,1.25,1.52,1.71,
,274,0.25,0.44,0.73,1.03,1.10,1.28,1.31,1.35,1.36,1.40,1.40,1.27,1.35,1.42,1.38,1.62,1.89,
,277,0.30,0.44,0.76,1.02,1.10,1.30,1.32,1.43,1.37,1.34,1.46,1.37,1.45,1.56,1.63,2.02,2.36,
,280,0.29,0.50,0.80,1.06,1.15,1.32,1.43,1.45,1.47,1.49,1.67,1.54,1.66,1.80,2.07,2.35,2.83,
,283,0.32,0.47,0.88,1.15,1.19,1.42,1.51,1.61,1.49,1.59,1.75,1.64,1.79,2.00,2.24,2.57,2.99,
,286,0.33,0.47,0.95,1.20,1.31,1.48,1.60,1.64,1.59,1.71,1.88,1.89,1.89,2.27,2.40,2.84,3.45,
,289,0.34,0.57,0.94,1.23,1.37,1.50,1.74,1.78,1.71,1.85,2.02,2.03,2.15,2.70,2.72,3.25,3.82,
,292,0.40,0.55,0.97,1.27,1.38,1.58,1.74,1.86,1.79,1.97,2.32,2.33,2.55,3.02,3.16,3.78,4.39,
,295,0.43,0.58,1.01,1.31,1.45,1.68,1.89,1.91,1.90,2.03,2.36,2.55,2.74,3.39,3.48,4.17,4.87,
,298,0.44,0.61,1.05,1.39,1.54,1.72,2.01,2.12,2.05,2.33,2.69,2.95,3.13,3.70,4.13,4.94,5.52,
,301,0.49,0.61,1.09,1.41,1.63,1.79,2.08,2.16,2.25,2.48,3.01,3.20,3.39,4.00,4.44,5.29,6.03,
,304,0.47,0.69,1.15,1.49,1.68,1.88,2.18,2.30,2.36,2.63,3.23,3.36,3.75,4.27,4.95,5.60,6.51,
,307,0.51,0.65,1.21,1.56,1.82,1.93,2.36,2.55,2.65,2.81,3.36,3.59,4.08,4.85,5.10,6.07,6.85,
,310,0.51,0.69,1.28,1.65,1.90,2.08,2.54,2.76,2.91,3.27,3.82,4.06,4.60,5.23,5.81,6.85,7.78,
,313,0.55,0.74,1.24,1.71,2.00,2.19,2.70,2.92,3.14,3.42,4.11,4.43,4.77,5.45,6.27,7.25,8.15,
,316,0.58,0.77,1.37,1.82,2.15,2.37,2.91,3.26,3.53,3.91,4.69,5.06,5.27,6.12,6.91,8.04,8.66,
,319,0.66,0.81,1.39,1.93,2.28,2.54,3.10,3.57,3.72,4.26,4.94,5.55,5.77,6.56,7.53,8.50,9.21,
,322,0.68,0.83,1.45,2.00,2.35,2.65,3.37,3.82,3.97,4.55,5.34,5.85,6.10,7.10,8.08,8.85,9.56,
,325,0.73,0.84,1.56,2.10,2.44,2.81,3.42,4.14,4.29,4.90,5.51,6.12,6.41,7.39,8.48,9.20,9.75,
,328,0.74,0.91,1.67,2.19,2.73,3.17,3.88,4.58,4.66,5.42,6.00,6.68,6.89,7.82,8.95,9.61,10.03,
,331,0.79,0.94,1.71,2.23,2.79,3.50,3.95,4.95,5.05,5.64,6.43,7.20,7.25,8.16,9.51,10.03,10.18,
,334,0.86,1.01,1.83,2.39,3.10,3.95,4.25,5.06,5.29,5.93,6.92,7.46,7.58,8.61,9.85,10.19,10.48,
,337,0.91,1.09,1.97,2.52,3.26,4.37,4.45,5.27,5.57,6.39,7.09,7.71,7.96,8.85,10.17,10.37,10.52,
,340,1.01,1.13,1.99,2.66,3.46,4.52,4.70,5.32,5.76,6.54,7.46,8.10,8.46,9.19,10.37,10.48,10.43,
,343,1.05,1.23,2.16,2.77,3.68,4.63,4.92,5.32,5.87,6.70,7.53,8.31,8.61,9.45,10.45,10.66,10.69,
,346,1.13,1.30,2.23,3.02,3.89,4.76,5.14,5.35,6.13,6.88,7.78,8.44,8.83,9.64,10.46,10.80,10.69,
,349,1.13,1.38,2.40,3.29,4.13,4.90,5.23,5.39,6.32,7.05,7.98,8.66,9.11,9.90,10.69,10.85,10.87,
,352,1.24,1.50,2.61,3.45,4.34,4.92,5.20,5.39,6.45,7.29,8.26,8.80,9.54,9.97,10.85,10.83,10.81,
,355,1.28,1.60,2.69,3.68,4.51,4.93,5.25,5.43,6.71,7.25,8.14,8.78,9.54,9.93,10.74,10.70,10.80,
,358,1.34,1.71,2.77,3.84,4.68,4.92,5.32,5.53,6.74,7.45,8.33,8.67,9.70,9.98,10.74,10.96,10.78,
,361,1.37,1.86,2.83,3.94,4.62,4.86,5.35,5.59,7.02,7.16,8.29,8.77,9.82,10.14,10.84,10.90,10.96,
,364,1.40,1.89,2.95,3.96,4.72,4.91,5.45,5.68,7.06,7.45,8.47,8.94,9.89,10.22,10.95,11.10,11.14,
,367,1.54,1.94,3.02,4.07,4.75,4.98,5.55,5.79,6.94,7.61,8.40,9.13,9.98,10.26,10.90,11.32,11.18,
,370,1.50,2.14,3.14,4.10,4.81,5.05,5.67,5.86,6.91,7.79,8.56,9.13,10.16,10.47,11.10,11.33,11.61,
,373,1.49,2.18,3.14,4.04,4.87,5.06,5.65,5.97,7.20,7.75,8.47,9.18,10.33,10.69,11.13,11.39,11.42,
,376,1.50,2.21,3.27,4.19,4.97,5.24,5.85,6.03,7.03,7.72,8.62,9.17,10.22,10.65,11.20,11.53,11.53,
,379,1.58,2.25,3.28,4.11,4.98,5.35,5.87,6.11,7.09,7.90,8.67,9.22,10.23,10.96,11.31,11.64,11.71,
,382,1.60,2.34,3.32,4.15,5.10,5.45,5.96,6.25,7.22,8.05,8.69,9.45,10.55,10.98,11.38,11.78,12.01,
,385,1.61,2.34,3.32,4.09,5.14,5.56,6.01,6.40,7.45,8.23,8.99,9.49,10.63,11.06,11.56,11.89,12.16,
,388,1.65,2.37,3.38,4.19,5.20,5.61,6.18,6.62,7.48,8.34,9.19,9.89,10.59,11.33,11.71,12.07,12.37,
,391,1.67,2.40,3.35,4.22,5.17,5.84,6.33,6.63,7.67,8.38,9.35,9.98,10.87,11.39,11.91,12.34,12.70,
,394,1.67,2.33,3.31,4.23,5.22,5.93,6.53,6.85,7.81,8.69,9.51,9.87,11.07,11.72,12.10,12.38,13.07,
,397,1.74,2.37,3.33,4.39,5.34,6.01,6.68,6.99,7.78,9.00,9.72,10.08,11.24,12.01,12.21,12.73,13.34,
,400,1.78,2.41,3.35,4.42,5.41,6.21,6.85,7.28,8.00,9.21,9.67,10.43,11.57,12.37,12.34,13.02,13.59,
,403,1.81,2.41,3.39,4.48,5.52,6.32,6.98,7.45,8.21,9.27,10.05,10.47,11.83,12.46,12.58,13.29,13.83,
,406,1.82,2.51,3.43,4.55,5.65,6.42,7.18,7.65,8.34,9.56,10.22,10.66,12.08,12.85,12.70,13.76,14.49,
,409,1.81,2.55,3.60,4.62,5.79,6.59,7.36,7.80,8.56,9.67,10.40,11.16,12.11,13.16,13.20,13.99,14.96,
,412,1.85,2.55,3.63,4.73,5.92,6.87,7.59,8.14,8.84,9.86,10.67,11.11,12.43,13.30,13.36,14.26,15.36,
,415,1.90,2.58,3.74,4.89,6.00,7.11,7.93,8.32,8.98,10.00,11.04,11.47,12.78,13.67,13.66,14.75,16.05,
,418,2.00,2.62,3.80,5.00,6.15,7.27,8.14,8.66,9.31,10.12,11.32,11.67,13.11,13.93,14.19,15.19,16.29,
,421,2.03,2.66,3.86,5.12,6.24,7.46,8.32,8.88,9.46,10.38,11.69,12.08,13.40,14.31,14.69,15.66,17.04,
,424,2.04,2.73,3.97,5.27,6.37,7.67,8.45,9.06,9.71,10.53,12.00,12.20,13.57,14.41,15.15,16.15,17.55,
