3injectors,15,794,794,Injector: 0445 B29 0B8-00,,,,,,,,,,,,
,,250000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000
,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,150,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0
,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,156,0,0,0,0,0,0,0,0,0,0,0,0.0375,0,0,0
,159,0,0,0,0,0,0,0,0,0,0,0.025,0.0225,0,0,0
,162,0,0,0,0,0,0,0,0,0,0.0375,0.025,0.0375,0.035,0,0
,165,0,0,0,0,0,0,0,0,0,0.08,0.0825,0,0,0,0
,168,0,0,0,0,0,0,0,0,0.0475,0.1,0.0425,0.025,0.0475,0,0
,171,0,0,0,0,0,0,0,0.0275,0.0975,0.0825,0.0725,0.02,0,0,0
,174,0,0,0,0,0,0,0,0.0825,0.12,0.0875,0.0675,0.0425,0.035,0,0
,177,0,0,0,0,0.06,0.06,0.0525,0.045,0.0975,0.1075,0.035,0,0,0.0175,0
,180,0,0,0,0,0.065,0.1325,0.105,0.105,0.1075,0.1,0.075,0.0325,0,0,0
,183,0,0,0,0,0.075,0.135,0.1325,0.105,0.105,0.095,0.075,0.09,0.0375,0,0
,186,0,0,0,0.0375,0.15,0.2675,0.1575,0.115,0.12,0.1175,0.085,0.04,0.075,0.04,0.0225
,189,0,0,0,0.06,0.16,0.2525,0.1825,0.1225,0.1675,0.115,0.0975,0.0625,0.0225,0.035,0
,192,0,0,0,0.135,0.3275,0.335,0.2375,0.1875,0.1975,0.13,0.0975,0.0675,0.065,0.06,0.0525
,195,0,0,0,0.17,0.3525,0.33,0.195,0.205,0.15,0.11,0.0975,0.0925,0.0725,0.065,0.035
,198,0,0,0,0.1825,0.3875,0.3725,0.205,0.1225,0.1925,0.1875,0.13,0.1025,0.065,0.04,0.065
,201,0,0,0.0725,0.19,0.415,0.3825,0.2025,0.2225,0.175,0.175,0.155,0.1275,0.095,0.065,0.0875
,204,0,0,0.075,0.2475,0.4225,0.3975,0.1675,0.1325,0.19,0.21,0.135,0.09,0.125,0.12,0.13
,207,0,0,0.07,0.3525,0.4075,0.4225,0.275,0.175,0.2575,0.25,0.2075,0.1425,0.1625,0.175,0.2075
,210,0,0,0.16,0.42,0.4475,0.4375,0.225,0.26,0.265,0.2575,0.2125,0.1725,0.155,0.205,0.235
,213,0,0,0.24,0.4275,0.48,0.4375,0.2925,0.2525,0.29,0.28,0.235,0.225,0.2025,0.275,0.2825
,216,0,0,0.2675,0.4725,0.485,0.4425,0.285,0.2925,0.33,0.295,0.2825,0.235,0.2575,0.2775,0.305
,219,0,0,0.2925,0.455,0.5125,0.4725,0.33,0.305,0.3525,0.3725,0.2925,0.27,0.31,0.3375,0.3925
,222,0,0,0.3625,0.475,0.5225,0.4825,0.35,0.345,0.3925,0.33,0.345,0.325,0.355,0.3925,0.4425
,225,0,0,0.3575,0.51,0.565,0.4975,0.3675,0.355,0.405,0.4,0.34,0.36,0.375,0.465,0.57
,228,0,0,0.405,0.5075,0.56,0.52,0.3775,0.4,0.44,0.4475,0.3875,0.4175,0.495,0.5425,0.62
,231,0,0,0.435,0.555,0.6025,0.52,0.4275,0.4225,0.4575,0.48,0.4675,0.49,0.5275,0.5525,0.795
,234,0,0,0.435,0.565,0.6075,0.5525,0.4375,0.445,0.505,0.5425,0.54,0.5825,0.66,0.67,0.8125
,237,0,0.075,0.47,0.57,0.635,0.5975,0.515,0.495,0.5375,0.615,0.5875,0.59,0.715,0.82,1.035
,240,0,0.0825,0.465,0.61,0.6725,0.5975,0.53,0.5275,0.6275,0.625,0.66,0.695,0.8,0.9075,1.2275
,243,0,0,0.5,0.6025,0.6775,0.65,0.605,0.58,0.6975,0.71,0.715,0.8125,0.9725,1.1225,1.425
,246,0,0,0.5075,0.6025,0.72,0.675,0.615,0.6075,0.73,0.8025,0.7825,0.9075,1.085,1.245,1.5575
