3injectors,15,794,,Injector:O445B29625,,,,,,,,,,,,,,,,
,,250000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,,,,
,121,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
,124,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.05,,,,
,127,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.19,0.43,,,,
,130,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.57,1.23,,,,
,133,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.62,1.01,1.42,,,,
,136,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,1.17,1.56,1.71,,,,
,139,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.33,1.32,1.84,2.15,,,,
,142,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.72,1.69,2.04,2.66,,,,
,145,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.48,0.95,1.91,2.54,3.34,,,,
,148,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.71,1.38,2.54,2.98,4.03,,,,
,151,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.40,1.16,2.03,3.16,3.53,4.61,,,,
,154,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.32,1.05,1.81,2.47,3.33,3.96,4.65,,,,
,157,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.51,1.11,2.15,2.72,3.71,4.40,4.86,,,,
,160,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.79,1.68,2.48,2.72,4.13,4.66,5.00,,,,
,163,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,1.10,1.88,2.74,3.28,4.12,4.69,4.84,,,,
,166,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.76,1.30,2.23,2.87,3.50,4.33,4.81,4.37,,,,
,169,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.99,1.71,2.41,3.24,3.70,4.59,4.69,4.04,,,,
,172,0.00,0.00,0.00,0.00,0.00,0.07,0.57,1.27,2.06,3.31,3.99,4.19,3.93,3.82,3.65,,,,
,175,0.00,0.00,0.00,0.00,0.00,0.19,0.82,1.50,2.41,3.42,4.12,4.44,4.14,3.77,3.35,,,,
,178,0.00,0.00,0.00,0.00,0.00,0.40,1.01,1.88,2.65,3.60,4.19,4.29,3.62,3.44,3.35,,,,
,181,0.00,0.00,0.00,0.00,0.05,0.53,1.41,1.93,2.90,3.93,4.22,4.07,3.39,3.30,3.24,,,,
,184,0.00,0.00,0.00,0.00,0.10,0.77,1.63,2.25,3.30,4.22,4.03,3.63,3.23,3.19,3.10,,,,
,187,0.00,0.00,0.00,0.00,0.25,0.88,1.78,2.46,3.53,4.17,3.92,3.48,2.98,3.05,3.05,,,,
,190,0.00,0.00,0.00,0.03,0.55,1.28,1.97,2.82,3.62,4.21,3.63,3.33,3.00,3.08,2.94,,,,
,193,0.00,0.00,0.00,0.12,0.77,1.67,2.35,2.91,3.95,3.84,3.37,2.97,2.98,3.02,2.80,,,,
,196,0.00,0.00,0.00,0.30,0.97,1.67,2.55,3.34,4.07,3.57,3.17,2.96,2.83,2.84,2.80,,,,
,199,0.00,0.00,0.01,0.41,1.13,1.88,2.76,3.57,3.81,3.45,2.99,2.87,2.87,2.81,2.73,,,,
,202,0.00,0.00,0.00,0.53,1.35,2.17,3.06,3.59,3.57,3.25,2.88,2.77,2.76,2.79,2.62,,,,
,205,0.00,0.00,0.01,0.58,1.39,2.47,3.27,3.59,3.38,3.12,2.88,2.71,2.81,2.66,2.61,,,,
,208,0.00,0.00,0.14,0.71,1.53,2.47,3.42,3.42,3.31,2.97,2.82,2.69,2.72,2.66,2.62,,,,
,211,0.00,0.00,0.19,1.04,1.61,2.76,3.49,3.30,3.13,2.97,2.77,2.73,2.75,2.69,2.65,,,,
,214,0.00,0.00,0.30,1.13,2.16,3.10,3.43,2.98,3.01,2.88,2.69,2.66,2.66,2.65,2.69,,,,
,217,0.00,0.00,0.46,1.42,2.22,3.16,3.45,2.90,2.83,2.76,2.62,2.68,2.69,2.70,2.72,,,,
,220,0.00,0.01,0.50,1.43,2.37,3.20,3.13,2.73,2.83,2.70,2.63,2.57,2.68,2.69,2.75,,,,
,223,0.00,0.08,0.62,1.52,2.58,3.19,2.90,2.60,2.80,2.66,2.59,2.59,2.69,2.68,2.76,,,,
