3injectors,13,794,,Injector:0 445 B29 05F,,,,,,,,,,,,,,,,,,,,,
,,250000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,,,,,,,,,,,
,121,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
,124,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
,127,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,,,,,,,,,,,
,130,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,,,,,,,,,,,
,133,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.06,0.39,,,,,,,,,,,
,136,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.28,0.63,,,,,,,,,,,
,139,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.55,0.44,0.78,,,,,,,,,,,
,142,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.88,0.79,1.13,,,,,,,,,,,
,145,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.40,1.08,1.02,1.33,,,,,,,,,,,
,148,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.16,0.69,1.23,1.21,1.46,,,,,,,,,,,
,151,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.32,0.84,1.35,1.38,1.56,,,,,,,,,,,
,154,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.33,0.56,0.91,1.39,1.49,1.56,,,,,,,,,,,
,157,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.52,0.72,1.13,1.41,1.59,1.47,,,,,,,,,,,
,160,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.67,0.88,1.18,1.40,1.54,1.34,,,,,,,,,,,
,163,0.00,0.00,0.00,0.00,0.00,0.26,0.70,0.81,1.12,1.34,1.31,1.51,1.11,,,,,,,,,,,
,166,0.00,0.00,0.00,0.00,0.00,0.39,0.89,1.03,1.23,1.41,1.21,1.34,1.01,,,,,,,,,,,
,169,0.00,0.00,0.00,0.00,0.19,0.57,1.10,1.16,1.37,1.42,1.10,1.20,0.92,,,,,,,,,,,
,172,0.00,0.00,0.00,0.00,0.31,0.72,1.17,1.32,1.44,1.35,1.03,1.14,0.87,,,,,,,,,,,
,175,0.00,0.00,0.00,0.00,0.45,0.79,1.29,1.38,1.50,1.31,0.98,1.05,0.84,,,,,,,,,,,
,178,0.00,0.00,0.00,0.07,0.58,0.93,1.37,1.44,1.46,1.24,0.93,0.98,0.80,,,,,,,,,,,
,181,0.00,0.00,0.00,0.21,0.75,1.12,1.45,1.46,1.41,1.14,0.83,0.94,0.71,,,,,,,,,,,
,184,0.00,0.00,0.00,0.36,0.89,1.28,1.52,1.45,1.26,1.02,0.77,0.88,0.72,,,,,,,,,,,
,187,0.00,0.00,0.08,0.49,1.05,1.33,1.52,1.35,1.13,0.95,0.73,0.82,0.69,,,,,,,,,,,
,190,0.00,0.00,0.11,0.67,1.18,1.41,1.46,1.28,1.11,0.91,0.72,0.81,0.68,,,,,,,,,,,
,193,0.00,0.00,0.22,0.70,1.26,1.44,1.37,1.22,1.05,0.89,0.67,0.78,0.67,,,,,,,,,,,
,196,0.00,0.00,0.39,0.80,1.34,1.46,1.31,1.15,1.00,0.88,0.66,0.77,0.65,,,,,,,,,,,
,199,0.00,0.00,0.45,0.93,1.41,1.48,1.24,1.10,0.97,0.85,0.67,0.76,0.65,,,,,,,,,,,
,202,0.00,0.00,0.53,1.00,1.47,1.45,1.19,1.07,0.95,0.80,0.61,0.78,0.66,,,,,,,,,,,
,205,0.00,0.00,0.71,1.18,1.51,1.36,1.15,1.05,0.92,0.81,0.59,0.76,0.67,,,,,,,,,,,
,208,0.00,0.00,0.77,1.24,1.53,1.32,1.11,1.01,0.90,0.82,0.60,0.75,0.66,,,,,,,,,,,
,211,0.00,0.00,0.87,1.30,1.54,1.26,1.12,1.01,0.90,0.78,0.59,0.79,0.67,,,,,,,,,,,
,214,0.00,0.12,0.91,1.32,1.48,1.21,1.08,1.01,0.90,0.78,0.59,0.81,0.67,,,,,,,,,,,
,217,0.00,0.26,0.98,1.36,1.46,1.20,1.08,1.03,0.92,0.81,0.59,0.82,0.68,,,,,,,,,,,
,220,0.00,0.41,1.05,1.37,1.41,1.16,1.07,0.98,0.91,0.82,0.59,0.83,0.69,,,,,,,,,,,
,223,0.00,0.44,1.08,1.35,1.37,1.19,1.09,1.01,0.92,0.81,0.58,0.80,0.69,,,,,,,,,,,
,226,0.00,0.50,1.11,1.29,1.34,1.16,1.09,1.00,0.94,0.83,0.59,0.85,0.73,,,,,,,,,,,
,229,0.00,0.56,1.12,1.24,1.32,1.17,1.10,1.02,0.97,0.83,0.58,0.82,0.75,,,,,,,,,,,
,232,0.00,0.58,1.11,1.22,1.31,1.19,1.11,1.02,0.97,0.85,0.59,0.84,0.73,,,,,,,,,,,
,235,0.00,0.61,1.08,1.19,1.34,1.18,1.13,1.03,1.02,0.82,0.61,0.86,0.78,,,,,,,,,,,
,238,0.00,0.64,1.05,1.16,1.33,1.19,1.15,1.05,1.01,0.86,0.66,0.88,0.77,,,,,,,,,,,
,241,0.13,0.66,1.02,1.15,1.34,1.22,1.15,1.05,1.01,0.89,0.68,0.91,0.82,,,,,,,,,,,
,244,0.13,0.70,0.99,1.17,1.33,1.22,1.19,1.09,1.03,0.88,0.71,0.94,0.92,,,,,,,,,,,
,247,0.13,0.69,0.93,1.13,1.37,1.27,1.19,1.09,1.04,0.91,0.78,1.01,0.97,,,,,,,,,,,
,250,0.26,0.70,0.93,1.16,1.36,1.28,1.20,1.10,1.05,0.94,0.81,1.06,1.02,,,,,,,,,,,
,253,0.14,0.67,0.95,1.14,1.39,1.29,1.21,1.10,1.09,0.96,0.84,1.12,1.06,,,,,,,,,,,
,256,0.27,0.66,0.95,1.15,1.38,1.28,1.24,1.15,1.12,1.02,0.87,1.20,1.15,,,,,,,,,,,
,259,0.13,0.65,0.95,1.18,1.41,1.31,1.23,1.15,1.15,1.05,0.94,1.26,1.26,,,,,,,,,,,
,262,0.14,0.63,0.93,1.20,1.41,1.32,1.27,1.17,1.17,1.10,0.99,1.36,1.38,,,,,,,,,,,
,265,0.00,0.62,0.92,1.22,1.44,1.35,1.28,1.19,1.23,1.13,1.05,1.47,1.44,,,,,,,,,,,
,268,0.00,0.60,0.94,1.19,1.47,1.36,1.28,1.22,1.32,1.25,1.18,1.61,1.60,,,,,,,,,,,
,271,0.00,0.59,0.94,1.24,1.50,1.39,1.32,1.25,1.38,1.32,1.25,1.78,1.84,,,,,,,,,,,
,274,0.24,0.58,0.94,1.26,1.53,1.38,1.35,1.29,1.43,1.36,1.30,1.91,1.91,,,,,,,,,,,
,277,0.23,0.58,0.95,1.27,1.54,1.42,1.36,1.29,1.51,1.43,1.40,2.03,2.09,,,,,,,,,,,
,280,0.00,0.58,0.96,1.27,1.56,1.46,1.39,1.34,1.55,1.50,1.51,2.12,2.26,,,,,,,,,,,
,283,0.00,0.58,0.97,1.30,1.58,1.49,1.44,1.38,1.64,1.58,1.69,2.28,2.43,,,,,,,,,,,
,286,0.00,0.58,1.01,1.34,1.62,1.48,1.49,1.41,1.68,1.74,1.98,2.42,2.46,,,,,,,,,,,
,289,0.12,0.59,1.03,1.38,1.65,1.56,1.51,1.51,1.86,1.92,2.04,2.70,2.79,,,,,,,,,,,
,292,0.00,0.57,1.04,1.36,1.70,1.56,1.54,1.63,2.08,2.05,2.28,3.02,3.28,,,,,,,,,,,
,295,0.13,0.56,1.07,1.41,1.71,1.60,1.60,1.70,2.11,2.14,2.42,3.31,3.51,,,,,,,,,,,
,298,0.00,0.57,1.09,1.45,1.78,1.67,1.66,1.78,2.23,2.30,2.64,3.44,3.71,,,,,,,,,,,
,301,0.00,0.59,1.09,1.48,1.81,1.71,1.70,1.81,2.40,2.49,2.89,3.66,4.10,,,,,,,,,,,
,304,0.00,0.61,1.12,1.53,1.81,1.75,1.77,1.96,2.54,2.62,3.39,3.90,4.37,,,,,,,,,,,
,307,0.00,0.61,1.15,1.53,1.87,1.86,1.86,2.07,2.73,2.90,3.75,4.23,4.81,,,,,,,,,,,
,310,0.00,0.62,1.17,1.60,1.99,1.94,1.97,2.21,3.06,3.25,4.00,4.58,5.09,,,,,,,,,,,
,313,0.00,0.64,1.22,1.64,1.99,2.06,2.11,2.56,3.50,3.46,4.64,5.35,6.11,,,,,,,,,,,
,316,0.12,0.67,1.25,1.70,2.06,2.15,2.30,2.68,3.49,3.83,5.19,5.60,6.61,,,,,,,,,,,
,319,0.13,0.66,1.27,1.73,2.12,2.29,2.36,2.97,3.89,4.21,5.80,6.08,7.02,,,,,,,,,,,
,322,0.29,0.71,1.33,1.79,2.15,2.31,2.59,3.13,4.06,4.58,6.13,6.19,7.98,,,,,,,,,,,
,325,0.43,0.73,1.34,1.84,2.27,2.40,2.61,3.40,4.40,5.12,6.51,6.89,7.96,,,,,,,,,,,
,328,0.15,0.74,1.42,1.88,2.31,2.45,2.81,3.74,4.71,5.52,6.76,7.55,8.29,,,,,,,,,,,
,331,0.46,0.79,1.47,1.94,2.48,2.57,3.19,4.07,4.93,6.15,7.50,8.38,9.06,,,,,,,,,,,
,334,0.48,0.82,1.53,2.05,2.57,2.87,3.45,4.48,5.65,6.26,7.93,9.21,9.65,,,,,,,,,,,
,337,0.49,0.85,1.60,2.10,2.71,2.94,3.86,4.83,5.91,7.05,8.42,9.57,10.58,,,,,,,,,,,
,340,0.51,0.87,1.66,2.19,2.91,3.04,3.96,5.12,5.95,7.20,8.29,9.90,10.70,,,,,,,,,,,
,343,0.54,0.93,1.70,2.27,2.96,3.24,4.18,5.35,6.22,7.45,8.52,10.13,11.30,,,,,,,,,,,
,346,0.56,0.97,1.74,2.34,3.09,3.37,4.55,5.51,6.39,7.89,8.51,10.33,11.34,,,,,,,,,,,
,349,0.60,1.02,1.76,2.46,3.32,3.69,4.56,5.70,6.66,7.92,8.84,10.43,11.71,,,,,,,,,,,
,352,0.64,1.05,1.84,2.53,3.46,3.75,4.94,5.73,7.07,8.18,9.04,10.43,11.86,,,,,,,,,,,
,355,0.71,1.13,1.93,2.71,3.62,4.13,5.27,6.23,6.84,8.00,9.09,10.60,11.80,,,,,,,,,,,
,358,0.74,1.19,2.07,2.79,3.84,4.30,5.23,6.18,7.16,8.21,9.32,10.87,11.97,,,,,,,,,,,
,361,0.76,1.21,2.24,2.97,3.91,4.55,5.42,6.41,7.56,8.32,9.09,10.78,12.10,,,,,,,,,,,
,364,0.81,1.24,2.35,3.05,4.16,4.61,5.45,6.37,7.60,8.64,9.21,10.57,12.00,,,,,,,,,,,
,367,0.84,1.28,2.47,3.10,4.24,4.73,5.55,6.48,7.79,8.45,9.25,10.71,12.04,,,,,,,,,,,
,370,0.86,1.38,2.62,3.17,4.40,4.79,5.63,6.75,7.73,8.75,9.14,10.70,11.92,,,,,,,,,,,
,373,0.93,1.48,2.66,3.34,4.44,4.94,5.86,6.84,7.95,8.80,9.24,10.98,11.91,,,,,,,,,,,
